left_x,left_y,left_z,right_x,right_y,right_z,left_roll,left_pitch,left_yaw,right_roll,right_pitch,right_yaw
5.413160000000000194e-01,2.135469999999999868e-01,2.075950000000000017e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075049999999999950e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075990000000000058e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.075019999999999920e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.076020000000000088e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074979999999999880e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.076060000000000128e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074950000000000128e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076089999999999880e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074910000000000088e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076129999999999920e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074870000000000048e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076169999999999960e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074830000000000008e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076210000000000000e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074799999999999978e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076250000000000040e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074759999999999938e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076290000000000080e-01,5.413029999999999786e-01,-2.136250000000000093e-01,2.074709999999999888e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076330000000000120e-01,5.413019999999999499e-01,-2.136250000000000093e-01,2.074670000000000125e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413149999999999906e-01,2.135469999999999868e-01,2.076379999999999892e-01,5.413019999999999499e-01,-2.136250000000000093e-01,2.074630000000000085e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413139999999999619e-01,2.135469999999999868e-01,2.076419999999999932e-01,5.413019999999999499e-01,-2.136250000000000093e-01,2.074580000000000035e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413139999999999619e-01,2.135469999999999868e-01,2.076469999999999982e-01,5.413019999999999499e-01,-2.136250000000000093e-01,2.074539999999999995e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413139999999999619e-01,2.135469999999999868e-01,2.076510000000000022e-01,5.413019999999999499e-01,-2.136250000000000093e-01,2.074489999999999945e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413139999999999619e-01,2.135469999999999868e-01,2.076560000000000072e-01,5.413019999999999499e-01,-2.136250000000000093e-01,2.074439999999999895e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413139999999999619e-01,2.135469999999999868e-01,2.076610000000000122e-01,5.413010000000000321e-01,-2.136250000000000093e-01,2.074400000000000133e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413139999999999619e-01,2.135469999999999868e-01,2.076659999999999895e-01,5.413010000000000321e-01,-2.136250000000000093e-01,2.074350000000000083e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413130000000000441e-01,2.135469999999999868e-01,2.076709999999999945e-01,5.413010000000000321e-01,-2.136250000000000093e-01,2.074290000000000023e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413130000000000441e-01,2.135469999999999868e-01,2.076759999999999995e-01,5.413010000000000321e-01,-2.136250000000000093e-01,2.074239999999999973e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
